text,lemmas,ngrams,named_ents,sentiment
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .","['second', 'quarter', 'group', 'net', 'profit', 'rise', 'm', 'm']","['second_quarter', 'net_profit']",[],positive
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .","['fiskar', 'year', 'old', 'global', 'business', 'well', 'know', 'orange', 'handle', 'scissor', 'expect', 'derive', 'synergy', 'year', 'consolidate', 'certain', 'part', 'houseware', 'division', 'compete']","['global_business', 'handle_scissor', 'derive_synergy', 'certain_part']",[],positive
A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ GOOG ) Cash advertiser .,"['tinyurl', 'link', 'take', 'user', 'scamme', 'site', 'promise', 'user', 'earn', 'thousand', 'dollar', 'advertiser']","['tinyurl_link', 'take_user', 'scamme_site', 'earn_thousand']",[],negative
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .","['building', 'home', 'improvement', 'trade', 'sale', 'decrease', 'total']",[],['mn/GPE'],negative
Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .,"['finnish', 'swedish', 'understand', 'decision', 'issue', 'federal', 'judge', 'concern', 'associate', 'pulp', 'company']","['federal_judge', 'associate_pulp', 'associate_pulp_company']","['Stora_Enso/PERSON', 'Brazil/GPE', ""Stora_Enso_'s/PERSON""]",negative
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,"['south', 'large', 'foreign', 'forest', 'industry', 'company', 'operate', 'result', 'acquisition', 'unit']","['foreign_forest', 'foreign_forest_industry', 'foreign_forest_industry_company']",['Finland/GPE'],positive
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .","['respondent', 'praise', 'reliability', 'understanding', 'target', 'group']",[],[],positive
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .","['operate', 'profit', 'exclude', 'non', 'recurring', 'item', 'total', 'corresponding', 'period']","['operate_profit', 'recurring_item', 'corresponding_period']",[],negative
"( ADPnews ) Nov 9 , 2009 Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t","['company', 'agree', 'buy', 'combine', 'usd', 'm', 'drug', 'store', 'offer', 'sale', 'restructuring', 'state', 'own', 'pharmacy', 'monopoly', 't']","['own_pharmacy', 'own_pharmacy_monopoly']",[],positive
The company expects its net sales for the whole 2009 to remain below the 2008 level .,"['company', 'expect', 'net', 'sale', 'remain', 'level']",['net_sale'],[],negative
The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .,"['layoff', 'aim', 'reach', 'annual', 'saving', 'target', 'euro', 'end']","['annual_saving', 'annual_saving_target']",[],positive
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,"['operate', 'profit', 'rise', 'corresponding', 'period']","['operate_profit', 'corresponding_period']",[],positive
The cooperation will double The Switch 's converter capacity .,"['cooperation', 'double', 'converter', 'capacity']",[],[],positive
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,"['earning', 'share', 'amount', 'loss']",[],[],negative
'' Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',"['operate', 'profit', 'decline', 'mainly', 'increase', 'cost', 'wood', 'recycled', 'fiber', 'strengthen', 'euro']","['operate_profit', 'increase_cost', 'recycled_fiber', 'strengthen_euro']",[],negative
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,"['finnish', 'communication', 'electronic', 'component', 'supplier', 'say', 'sale', 'half', 'low', 'period', 'year', 'ago']","['finnish_communication', 'finnish_communication_electronic', 'finnish_communication_electronic_component', 'finnish_communication_electronic_component_supplier', 'say_sale', 'first_half', 'same_period']",[],negative
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .","['fourth', 'quarter', 'see', 'swing', 'pretax', 'profit', 'mln', 'eur', 'year', 'early', 'loss', 'mln', 'pct', 'uplift', 'sale', 'mln', 'eur', 'strong', 'performance']","['fourth_quarter', 'pretax_profit', 'early_loss', 'strong_performance']",['Rapala/PRODUCT'],positive
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .","['follow', 'transaction', 'worldwide', 'right', 'nalmefene', 'exclude']",['worldwide_right'],"['Lundbeck/PERSON', 'Mexico/GPE', 'Turkey/GPE', 'South_-_Korea/GPE']",positive
"However , he expects banks to provide alternative financing .","['expect', 'bank', 'provide', 'alternative', 'financing']","['expect_bank', 'alternative_financing']",[],positive
"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .","['reorganisation', 'measure', 'place', 'spring', 'start', 'personnel', 'negotiation', 'affect', 'entire', 'staff']","['take_place', 'start_personnel', 'start_personnel_negotiation', 'entire_staff']",[],negative
The repurchases shall decrease the distributable capital and reserves .,"['repurchase', 'decrease', 'distributable', 'capital', 'reserve']",['distributable_capital'],[],negative
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .","['rapid', 'decrease', 'net', 'sale', 'personnel', 'reduction', 'carry', 'wide', 'scale', 'initially', 'expect']","['rapid_decrease', 'net_sale', 'wide_scale']",[],negative
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .","['turnover', 'surge', 'm', 'm', 'increase', 'service', 'demand', 'especially', 'quarter', 'overall', 'growth', 'business']","['increase_service', 'increase_service_demand', 'third_quarter', 'overall_growth']",[],positive
"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .","['offer', 'deem', 'low', 'board', 'stand', 'pm', 'tomorrow']",[],[],negative
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .","['share', 'bavarian', 'climb', 'stock', 'exchange', 'lose', 'past', 'month']",['past_month'],['Copenhagen/GPE'],positive
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .","['finnish', 'plumbing', 'heating', 'system', 'supplier', 'net', 'sale', 'continue', 'operation', 'decrease']","['finnish_plumbing', 'net_sale', 'continue_operation']",['EUR/GPE'],negative
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,"['cash', 'flow', 'operation', 'grow', 'year', 'ago']",[],['Vacon/PERSON'],positive
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .","['ferry', 'run', 'trouble', 'archipelago', 'island']",[],['Stockholm/GPE'],negative
"'' Following last year 's good profit development , we have entered the current year in a good position .","['follow', 'year', 'good', 'profit', 'development', 'enter', 'current', 'year', 'good', 'position']","['last_year', 'good_profit', 'good_profit_development', 'current_year', 'good_position']",[],positive
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,"['net', 'sale', 'rise', 'year', 'year', 'month']",['net_sale'],['Kone/PERSON'],positive
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .","['share', 'continue', 'slide', 'month', 'high', 'month', 'potential', 'suitor', 'rule', 'takeover', 'bid']","['last_month', 'potential_suitor']",[],negative
"Speaking to just-drinks today , a spokesperson for Olvi said '' We have performed very well in all four countries we operate in namely , Finland , Estonia , Latvia and Lithuania . ''","['speak', 'drink', 'today', 'spokesperson', 'say', 'perform', 'country', 'operate']",[],"['Finland/GPE', 'Estonia/GPE', 'Latvia/GPE', 'Lithuania/GPE']",positive
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .","['operate', 'profit', 'total', 'loss', 'fourth', 'quarter']","['operate_profit', 'fourth_quarter']",[],positive
"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .","['operate', 'profit', 'month', 'period', 'decrease', 'm', 'net', 'turnover', 'increase', '.42', 'm', 'compare', 'financial', 'year']","['operate_profit', 'net_turnover', 'financial_year']",[],negative
The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,"['number', 'salaried', 'employee', 'group', 'administration', 'employee', 'dismiss', 'unit']",['salaried_employee'],[],negative
The main strength of the cooperation project lies in merging the know-how of two large companies .,"['main', 'strength', 'cooperation', 'project', 'lie', 'merge', 'know', 'large', 'company']","['main_strength', 'large_company']",[],positive
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .","['sale', 'decrease', 'international', 'sale', 'decrease', 'term', 'euro', 'term', 'local', 'currency']","['international_sale', 'local_currency']",['Finland/GPE'],negative
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,"['result', 'negotiation', 'company', 'decide', 'people', 'redundant', 'financial', 'production', 'ground']",[],[],negative
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .","['operating', 'loss', 'amount', 'compare', 'profit', 'year', 'early']",[],[],negative
Sanoma News ' advertising sales decreased by 22 % during the year .,"['advertising', 'sale', 'decrease', 'year']",[],[],negative
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .","['lead', 'share', 'today', 'jump', 'point', 'market', 'open']","['lead_share', 'lead_share_today']",['London/GPE'],positive
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,"['total', 'capital', 'fund', 'manage', 'bank', 'decrease', 'end']",['total_capital'],[],negative
The Group 's cash flow from operations will be positive .,"['cash', 'flow', 'operation', 'positive']",[],[],positive
25 March 2011 Finnish electronics contract manufacturer Scanfil Oyj HEL SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,"['finnish', 'electronics', 'contract', 'manufacturer', 'say', 'today', 'plan', 'merge', 'wholly', 'own', 'hit', 'snag', 'shareholder', 'domestic', 'rival', 'reject', 'deal']","['finnish_electronics', 'finnish_electronics_contract', 'finnish_electronics_contract_manufacturer', 'say_today', 'domestic_rival']",[],negative
The dismissed staff members will now take the matter to court unless it can be settled outside .,"['dismiss', 'staff', 'member', 'matter', 'court', 'settle', 'outside']","['dismiss_staff', 'dismiss_staff_member']",[],negative
